"party","MP"
"transportera","3.0"
"public","4.0"
"kärnkraften","11.0"
"miljösynpunkt","1.0"
"riktningen","1.0"
"förenklas","1.0"
"hjärt-kärlsjukdomar","1.0"
"arbetstagare","1.0"
"vandringsleder","2.0"
"argumentation","2.0"
"kongo","9.0"
"källor","2.0"
"lyckosamt","1.0"
"spel","1.0"
"begränsande","1.0"
"användningar","2.0"
"förordningar","4.0"
"försvar","1.0"
"exponentiellt","1.0"
"bjuda","5.0"
"arbetsuppgifter","3.0"
"översvämningar","1.0"
"ägare?","1.0"
"världskultur","1.0"
"samfund","1.0"
"tänkbara","4.0"
"genomförandet","3.0"
"överskottsmålet","2.0"
"nylander","9.0"
"kulturella","1.0"
"rösträtt","2.0"
"building","1.0"
"saila","7.0"
"olägenhet","2.0"
"konstaterar","19.0"
"rad","13.0"
"konstateras","2.0"
"konstaterat","2.0"
"svarade","2.0"
"husdjur","1.0"
"sorts","3.0"
"ram","2.0"
"miljöfrågan","1.0"
"järnvägskompetens","1.0"
"genomförandeunderskott","3.0"
"ras","1.0"
"flerbostadsområden","1.0"
"tillväxt","5.0"
"godkänner","3.0"
"sjöfart","7.0"
"hantering","10.0"
"produktionskraften","1.0"
"vattenmyndigheternas","1.0"
"miljöskatternas","1.0"
"regeringshåll","1.0"
"samtidigt","45.0"
"posten","1.0"
"akta","2.0"
"grundhyran","1.0"
"poster","2.0"
"lantbrukssektorn","1.0"
"informativ","1.0"
"skogsområdena","1.0"
"försvagar","1.0"
"katastrofer","3.0"
"dollar","1.0"
"revideringen","1.0"
"näten","1.0"
"700-megahertzbandets","1.0"
"såväl","26.0"
"avslut","1.0"
"friheten","1.0"
"bjöd","4.0"
"ekoweb","1.0"
"nätet","1.0"
"framstående","1.0"
"konkurrera","3.0"
"akut","2.0"
"nedsättning","1.0"
"bereder","5.0"
"jens","33.0"
"kostym","1.0"
"kärnkraftsreaktor","1.0"
"slås","2.0"
"slår","3.0"
"frivilliga","1.0"
"symbolpolitik","1.0"
"rätt","60.0"
"öronmärkta","2.0"
"möjliggörs","1.0"
"modiga","1.0"
"arbetssätt","4.0"
"sexårsperioden","1.0"
"konkurrensen","6.0"
"klåfingrig","1.0"
"möjliggöra","18.0"
"beredda","11.0"
"slutkundstjänst","1.0"
"ren","1.0"
"skolval","2.0"
"paket","1.0"
"sommar","1.0"
"utländska","7.0"
"vfu-period","1.0"
"koldioxidhalten","1.0"
"specialpedagoger","4.0"
"försäkringsbelopp","2.0"
"ökningstakt","1.0"
"behov","57.0"
"utvecklingsfondens","4.0"
"avgörandet","3.0"
"brevet","2.0"
"fiskesektorn","1.0"
"takten","1.0"
"konsekvent","5.0"
"omöjligt","3.0"
"värmland","4.0"
"katastrofal","1.0"
"aktören","1.0"
"ställas","6.0"
"klyftorna","1.0"
"eftersatt","1.0"
"riksdagen","88.0"
"karaktär","5.0"
"bestämmelse","2.0"
"beredas","1.0"
"talanger","1.0"
"aktörer","48.0"
"nationalparker","1.0"
"happiness","1.0"
"begränsade","2.0"
"godståg</em>","1.0"
"resurserna","1.0"
"traumabearbetning","1.0"
"bränslesubventioner","1.0"
"kärnkraftspolitik","1.0"
"förvissad","1.0"
"vrida","1.0"
"hygienfaktor","1.0"
"centerpartiets","1.0"
"oseriös","1.0"
"egen","16.0"
"felhanterad","1.0"
"lokaliseras","1.0"
"universitet","6.0"
"differentieringar","2.0"
"världshälsoorganisationens","1.0"
"myndighetstillstånd","1.0"
"tolka","3.0"
"tillämpa","3.0"
"bullerförordning","3.0"
"beklagligt","1.0"
"fundering","1.0"
"demokratins","5.0"
"micro","1.0"
"strandremsa","1.0"
"interpellation","14.0"
"synnerhet","1.0"
"ganska","30.0"
"styrsystem","1.0"
"ombyggnader","1.0"
"när","396.0"
"eget","4.0"
"motiverade","1.0"
"företagsfinansiärer","1.0"
"nät","3.0"
"frågor?","1.0"
"ständiga","1.0"
"strukturell","1.0"
"samhället","59.0"
"försvinna","2.0"
"konkret","5.0"
"utfördes","1.0"
"veckorna","2.0"
"samhällen","5.0"
"vidden","1.0"
"behandling","3.0"
"rik","3.0"
"ständigt","7.0"
"vattenkraftsverksamheten","1.0"
"odds","1.0"
"når","5.0"
"säkerställer","11.0"
"specialpedagogik","1.0"
"nås","10.0"
"kulturmiljöinsatser","1.0"
"instruktionen","6.0"
"tanterna","1.0"
"adekvat","2.0"
"tungt","2.0"
"skolverk","1.0"
"voteringar","1.0"
"införts","2.0"
"splittring","2.0"
"nonchalans","1.0"
"märkligt","6.0"
"utformade","3.0"
"system","35.0"
"lönsamt","1.0"
"osäkrare","1.0"
"konfliktytorna","2.0"
"ställde","10.0"
"aid","1.0"
"beräkning","2.0"
"tunga","11.0"
"åberopas","1.0"
"tombola","1.0"
"budgetförslag","4.0"
"demokratisk","7.0"
"erkännandet","4.0"
"vecka","3.0"
"finlands","2.0"
"kunskapskällor","1.0"
"överväger","4.0"
"farligheten","1.0"
"orsak","2.0"
"stället","49.0"
"regler","37.0"
"frågors","1.0"
"ställer","21.0"
"lärande","7.0"
"utsett","1.0"
"virkesvolymen","1.0"
"ytterst","3.0"
"ställen","13.0"
"brevledes","1.0"
"regeringar","9.0"
"identifiera","2.0"
"ingångsvärden","1.0"
"närområde","1.0"
"uppgift","22.0"
"detaljreglerad","1.0"
"vildsvinen","1.0"
"engagera","1.0"
"aspekt","5.0"
"instruktioner","2.0"
"svansföring","1.0"
"nödnumret","2.0"
"förädling","1.0"
"strandängar","1.0"
"beskaffade","1.0"
"vidräkning","1.0"
"transportknutar","1.0"
"reducerar","1.0"
"reduceras","2.0"
"mervärdet","2.0"
"regionerna","2.0"
"troligtvis","1.0"
"miljönyttan","1.0"
"strävar","2.0"
"spaden","2.0"
"sjösatte","1.0"
"strävan","1.0"
"regional-","1.0"
"svarar:","1.0"
"kombinationer","3.0"
"citynära","8.0"
"säkerhetsrisker","1.0"
"hyresrätt","1.0"
"ändra","15.0"
"kulturvärden","1.0"
"akt","1.0"
"mergeformat","121.0"
"frivilligt","1.0"
"jämställda","4.0"
"säkerställas","1.0"
"hinner","3.0"
"givarkonferensen","1.0"
"all","12.0"
"dygnets","1.0"
"avvaktan","3.0"
"könsroller","2.0"
"utvecklingsverksamheten","1.0"
"havsnivåhöjning","1.0"
"budgetproposition","10.0"
"samverka","4.0"
"genetiskt","1.0"
"avvaktar","1.0"
"motparten","1.0"
"skuldproblematik","3.0"
"klaras","3.0"
"klarat","2.0"
"klarar","9.0"
"intyga","2.0"
"dåvarande","7.0"
"medger","1.0"
"grisarna","2.0"
"gunnar","1.0"
"0,5","2.0"
"0,7","1.0"
"öppnades","1.0"
"miljömålen","12.0"
"inbjudna","1.0"
"cosmonova","1.0"
"trösklarna","1.0"
"migrationsverket","1.0"
"överlåta","1.0"
"skillad","1.0"
"konkurrens","7.0"
"uppgick","1.0"
"förhållande","10.0"
"rom","1.0"
"björnstig","1.0"
"strukturera","2.0"
"and","1.0"
"dumt","1.0"
"trafiksäkerhetseffekterna","1.0"
"rikliga","1.0"
"abonnenter","3.0"
"biogas","1.0"
"tekniköverföringen","1.0"
"gränserna","3.0"
"kärnkraftssidan","1.0"
"magnusson","2.0"
"hbtq-personers","3.0"
"förkortar","1.0"
"arealer","1.0"
"förklarade","3.0"
"lagbestämmelserna","1.0"
"kvinnojourerna","3.0"
"kommunernas","6.0"
"förmedla","3.0"
"ovanligt","2.0"
"egna","14.0"
"tacka","29.0"
"familjetradition","1.0"
"förkortad","1.0"
"allomtaget","1.0"
"stålhjul","2.0"
"samhällsutvecklingen","2.0"
"yrke","2.0"
"länsstyrelserna","23.0"
"publikgrupper","1.0"
"skevt","1.0"
"limamötet","1.0"
"unfccc","1.0"
"operatörer","2.0"
"noshörningar","1.0"
"rikedom","3.0"
"förstod","1.0"
"operatören","1.0"
"färre","17.0"
"avråder","1.0"
"utanför","7.0"
"flygtrafiken","5.0"
"privatbostadsuthyrning","1.0"
"behandlingen","2.0"
"skötseln","1.0"
"sms-låneföretag","2.0"
"givarkonferens","2.0"
"naturvetenskap","1.0"
"medverkar","1.0"
"medgav","1.0"
"medverkat","2.0"
"missleder","1.0"
"progressiv","1.0"
"befogenheter","1.0"
"tumma","1.0"
"återkommer","10.0"
"kvinnorörelsen","1.0"
"rullmotståndet","1.0"
"varning","1.0"
"råda","2.0"
"vida","1.0"
"luleå","2.0"
"regionala","27.0"
"uträttat","1.0"
"lovorda","1.0"
"transportmedel","2.0"
"spelreglerna?","1.0"
"världsbanken","2.0"
"glömma","3.0"
"lastbilarna","4.0"
"regionalt","10.0"
"differentiering","4.0"
"nästa","17.0"
"arm","1.0"
"art","2.0"
"vice","2.0"
"gällt","1.0"
"fördelning","6.0"
"entydig:","1.0"
"avgjort","1.0"
"gälla","15.0"
"kunskapsmålen","1.0"
"röda","1.0"
"självklart","40.0"
"etablerade","1.0"
"bidra","38.0"
"frekvensbandet","1.0"
"reproduceras","1.0"
"förståelsen","1.0"
"fråntar","1.0"
"matkonsumenterna","1.0"
"disregard","1.0"
"rustade","1.0"
"ekonomiskt","5.0"
"konstiga","1.0"
"organisation","6.0"
"marginaltrafik","1.0"
"rum","5.0"
"pipelinen","1.0"
"läraryrket","11.0"
"allmänt","6.0"
"målen","11.0"
"regelverk","20.0"
"deklarerat","1.0"
"ekonomiska","22.0"
"jaktbeslut","1.0"
"att","4845.0"
"lämpligheten","1.0"
"negativt","7.0"
"biföll","1.0"
"skattebasen","1.0"
"holland","2.0"
"huvudstad","1.0"
"matchar","2.0"
"invandrar","1.0"
"högnivåsegmentet","1.0"
"klimatförhandlingarnas","1.0"
"statistik","5.0"
"kollektivtrafikåtgärder","1.0"
"redovisningssidan","1.0"
"djuplodande","1.0"
"omtag","1.0"
"privat","4.0"
"kunskapscenter","1.0"
"myggor","2.0"
"fortbildning","6.0"
"skriftligt","1.0"
"inbjuder","1.0"
"besked","12.0"
"fokusera","10.0"
"lundströms","6.0"
"mytbildning","1.0"
"skriftliga","1.0"
"truck","1.0"
"styrka","5.0"
"skett","11.0"
"röja","1.0"
"alla","206.0"
"utjämna","1.0"
"samhällsekonomiskt","1.0"
"flest","1.0"
"medlemsländer","3.0"
"orättvisor","1.0"
"fiskesamhällen","1.0"
"möjligen","1.0"
"negativa","5.0"
"redovisade","2.0"
"systemperspektiv","1.0"
"enklast","1.0"
"världsledande","2.0"
"personbilism","1.0"
"museibesökare","1.0"
"kemikaliepolitiken</em>","1.0"
"allt","79.0"
"alls","7.0"
"årtionden","1.0"
"biståndsministern","4.0"
"bostadsministern","1.0"
"hundar","1.0"
"enklare","7.0"
"tågtrafik","5.0"
"remissinstanser","1.0"
"målar","1.0"
"momentum","1.0"
"uppsägning","1.0"
"bollar","1.0"
"konstigt","6.0"
"samhällsekonomiska","3.0"
"suggor","4.0"
"skeva","2.0"
"osäker","1.0"
"instruktion","1.0"
"flera","82.0"
"kring","31.0"
"tonläget","3.0"
"originaljournalistik","1.0"
"skärgårdsskjutfältet","1.0"
"broar","1.0"
"250 000","8.0"
"gymnasiet","1.0"
"kollektivtrafikutbyggnad","1.0"
"rekryteringsstrategi","1.0"
"utnyttjade","1.0"
"bord","12.0"
"larsson;","1.0"
"piano","1.0"
"skyddsmetoder","2.0"
"mediemångfald","1.0"
"asymmetri","1.0"
"nöd","2.0"
"(fråga","1.0"
"byggherre","1.0"
"generation","1.0"
"signum","1.0"
"militära","1.0"
"rekommendera","1.0"
"skolutvecklingen","1.0"
"igen:","1.0"
"planeringen","1.0"
"redovisats","3.0"
"betydelsefullt","1.0"
"sorterar","1.0"
"involvera","2.0"
"förpliktar","1.0"
"fn-organisationer","1.0"
"matchen","2.0"
"restider","1.0"
"instanser","1.0"
"tvärtom","14.0"
"utformats","1.0"
"förhandlingsparterna","1.0"
"innebörden:","1.0"
"måluppfyllelsen","1.0"
"inbjudan","1.0"
"bottennapp</em>","1.0"
"känslighet","1.0"
"beslutsprocess","2.0"
"medieföretag","2.0"
"stockholm","34.0"
"röna","1.0"
"konfliktmineralerna","2.0"
"transferering","1.0"
"vill","323.0"
"restprodukter","1.0"
"betydelsefulla","1.0"
"parter","12.0"
"energiförsörjningen","1.0"
"självständig","3.0"
"synder","1.0"
"initieras","1.0"
"kulturmyndigheter","1.0"
"initierat","2.0"
"ändringarna","2.0"
"lokal","11.0"
"miljöeffekt","1.0"
"initierar","2.0"
"fastighetsägare","2.0"
"miljöinverkan","1.0"
"bort","32.0"
"demokratiministern","7.0"
"direktiv","6.0"
"uppföljningsfråga","1.0"
"differentieringen","1.0"
"cabotage","1.0"
"välkomnat","1.0"
"kontinuerligt","4.0"
"målet","23.0"
"välkomnar","13.0"
"vikt","10.0"
"borg","2.0"
"70-talen","1.0"
"utbyggnad","7.0"
"åtnjutande","1.0"
"vattenförsörjning","1.0"
"skolorna","8.0"
"vika","1.0"
"presstödet","2.0"
"producenter","1.0"
"inställt","1.0"
"välkomna","3.0"
"vinn","1.0"
"fyrdubblat","1.0"
"gör:","1.0"
"myggsäsongen","1.0"
"tapeten","1.0"
"ekosystemtjänsterna","1.0"
"a-lägen","1.0"
"befrämjar","1.0"
"alliansregering","1.0"
"myndighetsarbete","1.0"
"säkert","11.0"
"dagsläget","6.0"
"hyresgästinflytandet","1.0"
"bolagsstyrelser","1.0"
"sammanvägt","1.0"
"förbjude","1.0"
"förbjuda","1.0"
"maktbalans","1.0"
"försämrar","1.0"
"nämligen:","1.0"
"regelförenklingsarbete","1.0"
"vågar","2.0"
"försämrat","1.0"
"försämras","1.0"
"bott","1.0"
"gång","28.0"
"profil","1.0"
"trafikeras","2.0"
"malmö","6.0"
"sa:","2.0"
"läslyft","1.0"
"ordförande","5.0"
"uppriktigt","1.0"
"premiärminister","1.0"
"därutöver","9.0"
"sattes","2.0"
"parlamentet","1.0"
"täppa","1.0"
"största","22.0"
"sönder","1.0"
"konsument","5.0"
"görs","24.0"
"biståndsstrategi","1.0"
"röra","5.0"
"icke","2.0"
"naturresurser","3.0"
"quadracoms","2.0"
"vägverket","2.0"
"inspiration","1.0"
"malaria","1.0"
"budgetarbete","1.0"
"justeras","1.0"
"morgondagens","1.0"
"forskning","31.0"
"miljöbeskattningen","1.0"
"larssons","1.0"
"bestraffning","1.0"
"skollokalsrenovering","1.0"
"malus","2.0"
"tillåtlighet","1.0"
"sak","20.0"
"omvänd","1.0"
"förbudet","1.0"
"näringsminister","1.0"
"göra","204.0"
"härden","1.0"
"föregå","2.0"
"oecd/dacs","1.0"
"lärarutbildning","2.0"
"ansvarsfullt","3.0"
"tyranni","1.0"
"perspektiv","14.0"
"avlämnades","1.0"
"mediesituation","1.0"
"tidsutdräkt","1.0"
"bedöms","5.0"
"införande","3.0"
"partiskiljande","1.0"
"prioritering","3.0"
"bedömt","1.0"
"bah","1.0"
"christer","9.0"
"kärnkraft","8.0"
"lyssna","14.0"
"ekonomisk","8.0"
"inkomstbeskattning","1.0"
"lagförslag","4.0"
"skattetryck","1.0"
"utbyggnationen","1.0"
"bedöma","8.0"
"undvika","6.0"
"röst","4.0"
"överklagande","1.0"
"scb","4.0"
"saneringsproblematik","1.0"
"förespråkar","2.0"
"stoltheten","1.0"
"tekniskt","2.0"
"utvecklade","6.0"
"bas","1.0"
"öppna","12.0"
"anförde","2.0"
"banavgifterna","1.0"
"it-minister","2.0"
"bredda","4.0"
"gedigen","1.0"
"domstolsrätt","1.0"
"volymökningarna","1.0"
"passagerarskatt","1.0"
"författningsändringar","2.0"
"kompletterar","1.0"
"tekniska","10.0"
"komplicerad","3.0"
"personal","6.0"
"motiverat","2.0"
"motiveras","1.0"
"rört","2.0"
"samhällsuppdraget","2.0"
"höjda","5.0"
"omfattande","11.0"
"förbättra","23.0"
"komplicerat","4.0"
"<em>översyn","1.0"
"presumtionshyran","1.0"
"gediget","1.0"
"utnämningspolitiken","2.0"
"provet","1.0"
"återinförande","1.0"
"delen","8.0"
"rått","1.0"
"vitt","1.0"
"sdu","1.0"
"riksantikvarieämbetet","1.0"
"ministern","15.0"
"proven","2.0"
"upptar","1.0"
"klimatanpassningsåtgärder","1.0"
"plockar","1.0"
"kännande","1.0"
"faunan","1.0"
"rörande","2.0"
"ses","6.0"
"ser","181.0"
"riedl","1.0"
"plattformen","4.0"
"barnen","6.0"
"behövts","2.0"
"höjer","4.0"
"viss","15.0"
"guldbyxorna","1.0"
"sex","8.0"
"bitar","2.0"
"godset","1.0"
"gått","19.0"
"barnet","1.0"
"värderar","2.0"
"skyddszon","1.0"
"värderas","1.0"
"hoppas","44.0"
"ledamöterna","4.0"
"kriterier","2.0"
"miljöstyrande","3.0"
"vilkas","1.0"
"bakgrund","15.0"
"avräkningen","1.0"
"löses","1.0"
"löser","3.0"
"stödjas","1.0"
"visa","15.0"
"strandskyddsbestämmelserna","2.0"
"minskningar","1.0"
"gåta","1.0"
"staters","1.0"
"sammansättningen","1.0"
"inneburit","5.0"
"river","1.0"
"utsläppsrätter","1.0"
"framfört","1.0"
"ärende","9.0"
"framföra","2.0"
"sammanföra","1.0"
"oecd","6.0"
"fritidsfiskeintresse","1.0"
"miljöpartiet","25.0"
"miljöbil","2.0"
"pariskonventionen","3.0"
"ben","1.0"
"kvotplikten","1.0"
"jättebra","1.0"
"världen","31.0"
"åtgärderna","10.0"
"ber","2.0"
"värderat","1.0"
"bet","1.0"
"lösningar","22.0"
"brinner","2.0"
"profetia","1.0"
"energiförbrukningen","1.0"
"befinner","11.0"
"systemstöd","1.0"
"skärgårdsmiljö","2.0"
"personer","19.0"
"utsättning","1.0"
"rovdjursförvaltning","1.0"
"indirekt","3.0"
"levnadsvillkor","2.0"
"götalands","1.0"
"genomsyra","1.0"
"dokumenterat","1.0"
"husni","1.0"
"stödjarna","1.0"
"orosmolnet","1.0"
"prognos","3.0"
"duktiga","1.0"
"samhällsservice","3.0"
"atmosfär","1.0"
"instämde","1.0"
"densamma","1.0"
"sannolikt","5.0"
"skede","1.0"
"vidtog","1.0"
"delar","80.0"
"någorlunda","1.0"
"vilken","38.0"
"delas","2.0"
"425 000","1.0"
"delat","1.0"
"humana","1.0"
"sig","197.0"
"andrahandsuthyrningsreformen","1.0"
"skogsvårdslagstigningen","1.0"
"potentialen","1.0"
"erfarenheterna","3.0"
"fossilbränslesubventioner","2.0"
"oftast","3.0"
"sin","94.0"
"förutsägbarhet","1.0"
"delad","1.0"
"läge","12.0"
"alltid","26.0"
"ansvariga","11.0"
"bostadskonsumenterna","1.0"
"lagstiftande","1.0"
"hundra","3.0"
"ansvarigt","5.0"
"statsförvaltning","1.0"
"kunskapskrav","10.0"
"vilket","87.0"
"principiell","1.0"
"energi-","3.0"
"statens","25.0"
"hemlösa","1.0"
"sju","8.0"
"tjänar","1.0"
"dokumentation","5.0"
"ansvarstagande","8.0"
"tjänat","1.0"
"tidpunkten","1.0"
"tätorter","2.0"
"bil","4.0"
"världar","1.0"
"bevaka","1.0"
"ska","790.0"
"rangerbangårdarna","1.0"
"världskulturmuseet","2.0"
"skyddet","1.0"
"ske","20.0"
"vinst","5.0"
"bit","2.0"
"tillika","1.0"
"eliasson","1.0"
"fixera","1.0"
"fördelningspolitik","2.0"
"skl","1.0"
"drk-strategin","1.0"
"skötte","1.0"
"diskuterats","4.0"
"ränteavdragen","1.0"
"öppet","3.0"
"lösningen","4.0"
"pionjärer","1.0"
"funktion","8.0"
"öppen","4.0"
"åkeriföretagen","1.0"
"eugens","2.0"
"rovdjursskador","1.0"
"natur-","5.0"
"kvotflyktingsystemet","1.0"
"kalhyggen","1.0"
"ryggen","2.0"
"zander","3.0"
"räkor","1.0"
"målsättning","4.0"
"presenterade","7.0"
"gedigna","1.0"
"framsteg","2.0"
"hälsar","1.0"
"återkom","1.0"
"bilarna","1.0"
"jämförbara","1.0"
"förskolepedagogik","2.0"
"rapporterna","4.0"
"rekryteringsföretag","1.0"
"frågeställningarna","1.0"
"stadsmiljöavtalen","7.0"
"ölands","1.0"
"välförtjänt","1.0"
"utfasning","3.0"
"deja","1.0"
"uppdrag","81.0"
"förtursmedvetenhet","1.0"
"skolförändringar","1.0"
"tradition","2.0"
"kostar","3.0"
"bli","74.0"
"mr-aktivister","1.0"
"fas 3","1.0"
"talartid","1.0"
"kransorter","1.0"
"change","1.0"
"undgått","1.0"
"upphäva","1.0"
"sydsvenska","1.0"
"riskfaktor","2.0"
"malpåse","3.0"
"bistå","2.0"
"kändes","1.0"
"könsöverskridande","1.0"
"socialtjänstens","1.0"
"bly","3.0"
"triumfer","1.0"
"småskaliga","8.0"
"dämpar","1.0"
"1,1","1.0"
"1,2","5.0"
"drabbar","3.0"
"1,3","1.0"
"dugliga","1.0"
"drabbas","9.0"
"1,4","1.0"
"fördelarna","1.0"
"1,6","1.0"
"konsumtion","3.0"
"sedan","107.0"
"1,7","2.0"
"palestinsk","1.0"
"1,8","1.0"
"sjö","1.0"
"utnämningsmakten","4.0"
"slutförandet","1.0"
"dem:","1.0"
"studerat","2.0"
"anges","4.0"
"negation","1.0"
"elsystem","1.0"
"trygghetssystem","1.0"
"produkter","1.0"
"skyddas","2.0"
"kulturdepartementets","4.0"
"skyddar","1.0"
"anpassad","2.0"
"självklara","1.0"
"anger","6.0"
"roger","10.0"
"skyddat","1.0"
"som","2695.0"
"omgående","1.0"
"modig","4.0"
"1-3","1.0"
"miljömålens","1.0"
"friluftslivsmålen","2.0"
"dela","3.0"
"ibrahim","3.0"
"utrotningshotade","1.0"
"anpassat","1.0"
"anpassas","1.0"
"bni","6.0"
"historiebok","3.0"
"partierna:","1.0"
"antogs","4.0"
"skyddad","1.0"
"partiernas","2.0"
"bnp","1.0"
"möjliggör","4.0"
"mukwege","2.0"
"bättre?","1.0"
"slå","10.0"
"innebära","13.0"
"relevant","10.0"
"inblandat","1.0"
"relevans","1.0"
"markberedning","1.0"
"ökning","4.0"
"klimatteknik","2.0"
"löste","2.0"
"troligen","1.0"
"konsumenterna","6.0"
"del?","1.0"
"tåghänseende","1.0"
"jämförelseprövning","2.0"
"hälsosystem","1.0"
"sommaren","7.0"
"vinna","2.0"
"koncernens","1.0"
"bok","2.0"
"medfinansierar","1.0"
"räknas","3.0"
"diskuterat","5.0"
"räknar","2.0"
"räkna","3.0"
"bor","12.0"
"diskuterar","15.0"
"positionerna","2.0"
"diskuteras","6.0"
"investeringstakt","1.0"
"små","23.0"
"civilsamhället","5.0"
"andrahandshyresgäster","1.0"
"kortare","3.0"
"räknat","1.0"
"glesbygd","3.0"
"post-","7.0"
"miljöministermötet","1.0"
"inrymmer","1.0"
"fattigdomen","1.0"
"bevara","5.0"
"husen","1.0"
"betydelsefull","3.0"
"den:","1.0"
"upplysa","2.0"
"nature","1.0"
"dels","33.0"
"tillkalla","1.0"
"ordningen","2.0"
"uppfattning","20.0"
"100","14.0"
"undersökningar","5.0"
"återkomma","44.0"
"interpellationssvar","6.0"
"inspektionsverksamheten","1.0"
"dagspress","1.0"
"tjäna","3.0"
"väckt","3.0"
"väcks","2.0"
"avräkningar","2.0"
"anledningarna","5.0"
"risprodukter","1.0"
"delta","6.0"
"utnämningsbeslut","1.0"
"utmaningarna","3.0"
"rovdjurspolitiken","3.0"
"lärt","1.0"
"stadsmiljön","1.0"
"bra","153.0"
"skyller","5.0"
"ledning","1.0"
"jaktförordningen","1.0"
"framgår","14.0"
"112","4.0"
"lära","6.0"
"utvecklats","1.0"
"sponsorer","1.0"
"115","2.0"
"sst","1.0"
"processerna","3.0"
"begränsar","2.0"
"begränsas","2.0"
"<em>fossilfrihet","2.0"
"skogsindustrin","1.0"
"miljöpartisten","1.0"
"utrikesdepartementet","3.0"
"stopp","2.0"
"anslag","5.0"
"läs-","4.0"
"abeba","2.0"
"bry","2.0"
"skattesidan","1.0"
"begränsad","4.0"
"facilitet","1.0"
"pådrivande","4.0"
"vargkommittén","1.0"
"flyger","1.0"
"känslovågor","1.0"
"flyget","15.0"
"regleringsbrev","2.0"
"motionerade","1.0"
"vräkningsförfarandet","1.0"
"fästas","1.0"
"motor","1.0"
"försök","1.0"
"plikt","1.0"
"förstått","2.0"
"lätt","12.0"
"130","1.0"
"prövningen","6.0"
"carl-oskar","8.0"
"136","1.0"
"behöver","142.0"
"hävda","1.0"
"bti","14.0"
"stora","100.0"
"schultes","6.0"
"it-användningen","1.0"
"jordbrukarna","1.0"
"manschetten","2.0"
"tulla","1.0"
"instämmer","5.0"
"mediepolitiken","2.0"
"lantbrukare","2.0"
"institutionell","1.0"
"myggbekämpningsprojektet","1.0"
"behövde","1.0"
"antirasistiska","3.0"
"blicka","1.0"
"omvandlingsprocess","1.0"
"fysisk","1.0"
"läst","2.0"
"<em>främlingsfientliga","1.0"
"svt","1.0"
"bud","1.0"
"olyckor","5.0"
"lokalisering","2.0"
"läsa","6.0"
"145","2.0"
"trossamfunden?","1.0"
"varför","23.0"
"underordnat","1.0"
"synas","2.0"
"gagnar","3.0"
"stort","60.0"
"utbildade","2.0"
"lustigt","1.0"
"reaktorer","5.0"
"lyfte","10.0"
"frågande","1.0"
"symbol","1.0"
"folkfest","1.0"
"g20-ländernas","1.0"
"längd","1.0"
"express","1.0"
"lyfta","21.0"
"dess","18.0"
"länge","19.0"
"miljöminister","8.0"
"miljökonsekvenser","1.0"
"sliter","2.0"
"lyfts","8.0"
"budgetunderlag","1.0"
"ifall","1.0"
"159","1.0"
"verka","24.0"
"marginellt","1.0"
"sällskapet","1.0"
"sagts","1.0"
"usa:s","1.0"
"passion","5.0"
"expertkunnande","1.0"
"markområden","1.0"
"det?","4.0"
"kartläggningen","2.0"
"stå","26.0"
"vidtar","2.0"
"avancerade","1.0"
"myggförekomster","1.0"
"vidtas","10.0"
"färdigheter","2.0"
"det:","1.0"
"beatrice","1.0"
"myggförekomsten","4.0"
"160","1.0"
"frångå","1.0"
"naturhänsynen","2.0"
"trossamfundens","3.0"
"miljödepartementet","1.0"
"bakifrån","2.0"
"angelägenheter","1.0"
"attraktivitet","8.0"
"finländska","1.0"
"däremellan","1.0"
"längs","1.0"
"markområdet","1.0"
"ekovågen","1.0"
"stolt","8.0"
"antydde","1.0"
"fantastiskt","3.0"
"argumenten","1.0"
"bedömas","1.0"
"oecd-mätningen","1.0"
"länen","1.0"
