"party","V"
"jobbskatteavdrag","1.0"
"övrig","1.0"
"övervakar","1.0"
"australiensiska","1.0"
"transatlantic","1.0"
"bristande","3.0"
"artursagan","1.0"
"varken","6.0"
"väsentlig","1.0"
"köttkonsumtion","1.0"
"skärholmen","2.0"
"inkludera","1.0"
"hyresrätter","19.0"
"jätteviktigt","2.0"
"införde","3.0"
"hyresrätten","6.0"
"definitionen","1.0"
"kylningssystem","1.0"
"ytterligare","20.0"
"vapensystem","2.0"
"folkomröstning","2.0"
"diskrimineringen","1.0"
"kartläggningar","1.0"
"landsbygdsminister","3.0"
"gods","3.0"
"livsmedelsstrategin","2.0"
"praktiklöner","1.0"
"ansökarna","1.0"
"kriminalvården","3.0"
"galler","1.0"
"knäna","1.0"
"erlandsson","1.0"
"förhållandevis","2.0"
"ytlig","1.0"
"tjänst","3.0"
"sköter","5.0"
"goda","10.0"
"människorna","5.0"
"övergång","1.0"
"söndagsöppet","1.0"
"skattebetalarna","2.0"
"normen","1.0"
"hållen","1.0"
"utvärderingen","1.0"
"hållet","9.0"
"svaret","74.0"
"dröm","1.0"
"allianspartier","1.0"
"särskild","3.0"
"håller","35.0"
"normer","3.0"
"funktionshinderrörelsen","1.0"
"realia","4.0"
"kunskapen","2.0"
"kunskaper","3.0"
"sade","28.0"
"särskilt","46.0"
"utkomsten","1.0"
"bemanningsföretag","3.0"
"argument","3.0"
"snabblån","9.0"
"groucho","1.0"
"handlar","115.0"
"skrivande","1.0"
"sagt","34.0"
"statistiska","1.0"
"delegationen","1.0"
"brunkolet","1.0"
"uppehållstillstånd","3.0"
"fartyg","1.0"
"personliga","4.0"
"svaren","3.0"
"brunkolen","1.0"
"snäv","1.0"
"övergått","1.0"
"tag","9.0"
"handlat","1.0"
"ungdomsarbetslösheten","2.0"
"srhr","1.0"
"tal","3.0"
"tak","2.0"
"luften:","1.0"
"sinjarområdet","1.0"
"tillfrågas","1.0"
"tar","68.0"
"tas","11.0"
"djurskyddsfrågor","1.0"
"belastar","3.0"
"kollektivtrafikförordning","1.0"
"belastas","2.0"
"förband","1.0"
"omvärlden","6.0"
"föräldrar","4.0"
"haft","32.0"
"öppenheten","1.0"
"utifrån","9.0"
"falska","1.0"
"intresseorganisationerna","1.0"
"orsakerna","3.0"
"förbiser","1.0"
"smittade","1.0"
"socialförsäkringsminister","2.0"
"sak:","1.0"
"företagens","6.0"
"tung","3.0"
"rapporteras","1.0"
"ifrågasätter","8.0"
"kompromissa","1.0"
"cat","1.0"
"effektivare","3.0"
"skötas","2.0"
"utvärderingar","3.0"
"palestina?","1.0"
"fler","38.0"
"arter","1.0"
"biten","2.0"
"<em>är</em>","1.0"
"övervärdena","1.0"
"framför","18.0"
"höjas","2.0"
"motion","1.0"
"affärsidé","1.0"
"rivas","1.0"
"svarar","8.0"
"hållit","1.0"
"svarat","1.0"
"statistiskt","1.0"
"ökade","8.0"
"insidan</em>","1.0"
"testar","3.0"
"nätdroger","1.0"
"lösas","1.0"
"orolig","11.0"
"dynamisk","1.0"
"synen","3.0"
"övergödas","1.0"
