"party","S"
"skolans","4.0"
"samverkan","73.0"
"gömde","1.0"
"gårdsstödet","3.0"
"processa","1.0"
"gömda","1.0"
"konkurrenskraftiga","11.0"
"andra","776.0"
"försäljningskanal","4.0"
"avsikt","77.0"
"fördjupa","11.0"
"samverkar","11.0"
"milisgrupp","1.0"
"beteendeeffekter","4.0"
"jerusalem","5.0"
"talade","32.0"
"inhämtning","5.0"
"ansökningsprocessen","1.0"
"framtiden","92.0"
"resultatuppföljning","1.0"
"risktagande","1.0"
"stabiliseringen","1.0"
"växtkraften","4.0"
"inleddes","4.0"
"efterfrågan","27.0"
"arbetsmiljöarbete","4.0"
"avlyssning","3.0"
"efterfrågar","11.0"
"ordentliga","1.0"
"efterfrågad","2.0"
"statsrådets","9.0"
"himla","2.0"
"approachen","1.0"
"diskuterades","3.0"
"parametrar","6.0"
"ordentligt","20.0"
"50 000","11.0"
"tidsgräns","11.0"
"budgetprocessen","1.0"
"återvändandedirektiv","1.0"
"konkurrenskraftigt","9.0"
"sviktar","1.0"
"dålig","24.0"
"nuvarande","51.0"
"norrbotniabanan?","1.0"
"spädgrisar","2.0"
"bestämmande","1.0"
"borttagen","1.0"
"produktionsvolymen","1.0"
"kanaler","2.0"
"prisbilden","1.0"
"härja","1.0"
"kanalen","1.0"
"fluktuationer","2.0"
"upprörd","3.0"
"allierade","1.0"
"driftskostnaderna","1.0"
"lantbrukarna","1.0"
"vårdnadsavgörande","1.0"
"breddat","1.0"
"vargen","5.0"
"människor","481.0"
"entreprenader?","1.0"
"attrahera","2.0"
"närmiljö","1.0"
"styrmedel","11.0"
"församlingarnas","1.0"
"motsättningen","2.0"
"breddas","1.0"
"bidragstagare","3.0"
"bidragssverige","2.0"
"interventionen","1.0"
"inhämtningslagen","2.0"
"organiserade","12.0"
"smak","2.0"
"uppskattningsvis","1.0"
"således","12.0"
"skogar","3.0"
"fortsatt","58.0"
"pappamånaderna","1.0"
"programförseningar","1.0"
"yrkeshögskoleutbildningarna?","1.0"
"bevarandestatus","5.0"
"påståendet","6.0"
"fisket","15.0"
"bördan","1.0"
"spaning","1.0"
"påståenden","4.0"
"fisken","1.0"
"ohyggligheterna","2.0"
"konkurs","5.0"
"även","662.0"
"transportmöjligheterna","1.0"
"hastigheterna","1.0"
"zeeland","3.0"
"kompetensförsörjning","4.0"
"gällde","32.0"
"innovation","19.0"
"frivillig","3.0"
"avrättningar","1.0"
"justitieministern","6.0"
"(sou","5.0"
"kristina","16.0"
"fn-sammanhang","1.0"
"budgetpolitiska","1.0"
"tvärnitade","3.0"
"förstår","77.0"
"polismyndighet","1.0"
"förstås","66.0"
"integritetskränkningen","4.0"
"förfaringssätt","1.0"
"norrbotniabanans","1.0"
"fordra","1.0"
"resursutnyttjandet","1.0"
"asylprocess","4.0"
"sikte","9.0"
"myndighetscheferna","1.0"
"lärdom","4.0"
"brommadebatten","1.0"
"debattera","11.0"
"pappers","1.0"
"utgiftstak?","1.0"
"skogen","33.0"
"expedieras","1.0"
"expedierat","1.0"
"uppvuxna","1.0"
"egenvärde","2.0"
"andetaget","1.0"
"lagföra","4.0"
"dippar","1.0"
"vidgning","1.0"
"2014-2025","4.0"
"it-säkerhet","1.0"
"2014-2020","1.0"
"lastar","2.0"
"våren?","1.0"
"föräldrarnas","5.0"
"kvot","1.0"
"usla","2.0"
"lagförs","2.0"
"truckförare","1.0"
"agerade","2.0"
"människosmuggling","4.0"
"mr-agendan","1.0"
"lindahls","2.0"
"restriktion","4.0"
"alkoholbommarna","1.0"
"riskkapitalisters","1.0"
"vargar","11.0"
"kommunpolitikerna","1.0"
"välståndsökning","1.0"
"säkerhetskultur","1.0"
"tätorterna","1.0"
"tullen","8.0"
"utgöra","10.0"
"anläggningar","3.0"
"framgångsrikt","12.0"
"vårens","1.0"
"skatterabatt","2.0"
"frågetecken","5.0"
"kvantiteter","1.0"
"kustbevakningen","1.0"
"bredden","5.0"
"koncentrera","4.0"
"naturlig","3.0"
"förre","2.0"
"proportionalitetsprincipen","3.0"
"förra","209.0"
"häktas","3.0"
"häktar","4.0"
"karriärer","1.0"
"karriären","1.0"
"kolla","1.0"
"kvantiteten","1.0"
"rekryterat","1.0"
"våldtäktslagstiftningen","1.0"
"förefalla","1.0"
"befolkning","11.0"
"separationer","1.0"
"management","2.0"
"ståndpunkterna","1.0"
"rekryterar","1.0"
"framgångsrika","11.0"
"kollektivtrafikens","1.0"
"samhällsekonomin","5.0"
"viktigaste","74.0"
"häktad","6.0"
"tryckt","1.0"
"evighet","2.0"
"förenta","1.0"
"artikeln","11.0"
"hansson","8.0"
"investeringsdelen","1.0"
"framföras","1.0"
"först","118.0"
"jämställdhetspositionerna","1.0"
"uppbyggnad","1.0"
"varför?","2.0"
"giltigt","3.0"
"landsdelar","1.0"
"dignitet","1.0"
"effektiviseringsarbetet","1.0"
"icke-subventionerad","1.0"
"pekats","2.0"
"diagnoser","6.0"
"krokade","1.0"
"trycka","12.0"
"förts","8.0"
"giltiga","1.0"
"felet","2.0"
"utgörs","3.0"
"transportplan","4.0"
"upplägg","1.0"
"legitimitet","14.0"
"förminska","1.0"
"flygvapen","1.0"
"sysslade","3.0"
"växtodlingssäsongen","1.0"
"uppenbart","19.0"
"diskussion:","1.0"
"allenarådande","1.0"
"kärnkraftsproduktion","1.0"
"miljöpolitiska","1.0"
"kostnadsökningen","1.0"
"anläggningen","1.0"
"årens","12.0"
"förut","8.0"
"partikamrater","4.0"
"slippa","7.0"
"öppnade","2.0"
"efterlyst","1.0"
"uppenbara","3.0"
"slump","1.0"
"frihetsberövades","1.0"
"omhändertagande","1.0"
"robusta","3.0"
"finland","39.0"
"häktet","2.0"
"förhoppning","13.0"
"hemtjänster","2.0"
"fånggrödor","1.0"
"hemtjänsten","5.0"
"tillämpning","7.0"
"avundsjukt","1.0"
"instruktionerna","2.0"
"närhet?","1.0"
"emeritus","1.0"
"expandera","2.0"
"skydda","15.0"
"häkten","2.0"
"förskjuts","1.0"
"föräldern","8.0"
"samarbetena","3.0"
"urvalet","2.0"
"arbetsgivaransvar","1.0"
"matproduktionen","7.0"
"målgruppens","2.0"
"svensk-finska","2.0"
"arbetsmarknadens","32.0"
"betyda","10.0"
"utrikesutskott","1.0"
"gäller","919.0"
"föreställa","2.0"
"hälsoproblem","2.0"
"återvändandet","1.0"
"liknar","2.0"
"återvändanden","1.0"
"läkarutbildningen","1.0"
"liknas","1.0"
"planeringsprocess","2.0"
"givandet","1.0"
"kränks","2.0"
"programperiod","2.0"
"avpassade","1.0"
"besparingar","5.0"
"motsättningar","2.0"
"avhandlats","1.0"
"20-åriga","1.0"
"dieseltankar","1.0"
"anhörig","3.0"
"samhällsekonomisk","3.0"
"företrädarna","7.0"
"noterats","2.0"
"äldrepolitiken","4.0"
"rutinerna","8.0"
"jägareförbundet","1.0"
"arbetsmarknaden?","2.0"
"kpistbeväpnad","2.0"
"trygghetsundersökningar","1.0"
"framstår","6.0"
"arbetsmarknaden;","1.0"
"förgås","1.0"
"skattevinst","1.0"
"tacksamt","1.0"
"näringspolitik?","1.0"
"energibehov","3.0"
"skrev","14.0"
"kvalitetshöjningspengar","1.0"
"kriminalstatistiken","1.0"
"dag?","4.0"
"elektrifiera","1.0"
"jättemånga","1.0"
"gränser","14.0"
"flygresor","1.0"
"åtskilt","1.0"
"industriproduktion","1.0"
"rivaliteter","1.0"
"publika","1.0"
"webbsidor","1.0"
"gränsen","22.0"
"pensionärsskatt","2.0"
"förhållnings-","1.0"
"kostnadsökningar","1.0"
"licenserna","1.0"
"privatkunder","1.0"
"förankringen","2.0"
"städerna","4.0"
"regementet","1.0"
"lokaler","3.0"
"minst","211.0"
"förbandens","2.0"
"detta.","2.0"
"tillräckligt","56.0"
"dags","15.0"
"återupptagits","1.0"
"makedonien","1.0"
"intrycket","9.0"
"nätkoncession","1.0"
"körkortstillstånd","1.0"
"detta:","4.0"
"fluorbaserat","1.0"
"grannländer","6.0"
"hyllar","1.0"
"betydelse?","2.0"
"detta?","9.0"
"tillräckliga","15.0"
"pisa-rapporten","1.0"
"folkgrupp","1.0"
"regionaliseringen","1.0"
"anmälningarna","2.0"
"polariseringen","1.0"
"funktionssättet","1.0"
"berusade","1.0"
"närmiljöproblem","2.0"
"betydelsen","8.0"
"politiklösningar","1.0"
"tanke","37.0"
"mjölkprodukterna","1.0"
"innefattas","1.0"
"järnvägsanläggning","1.0"
"innefattar","8.0"
"utropstecken","1.0"
"satsa","91.0"
"systemtänkandet","1.0"
"annika","16.0"
"slöseri","4.0"
"förslagen?","1.0"
"teknikcollege","1.0"
"minut","1.0"
"minus","2.0"
"omsorgssektorn","11.0"
"försvarsattachéns","1.0"
"rekryterats","1.0"
"fördömas","1.0"
"frigöra","4.0"
"återanvändas","1.0"
"behandlad","2.0"
"flertalet","4.0"
"budgetfråga;","1.0"
"oliktänkande","1.0"
"kvalitetssatsning","1.0"
"absurda","1.0"
"satta","1.0"
"underrättelseverksamhet","2.0"
"satte","16.0"
"förändringsarbete","2.0"
"validerad","4.0"
"beräkningsregler","1.0"
"natoutredning","2.0"
"tillväxtförutsättningarna","1.0"
"övningsverksamhet","19.0"
"perronger","1.0"
"överlåtbara","2.0"
"a-kassa","3.0"
"satts","2.0"
"krisåren","3.0"
"spänning","1.0"
"riksdagspartierna","2.0"
"behandlas","19.0"
"yazidier","4.0"
"pensionsåldrarna","1.0"
"symboliska","1.0"
"32 000","1.0"
"behandlar","2.0"
"handhas","1.0"
"konkretion","1.0"
"uppåt","5.0"
"växande","19.0"
"spenderas","1.0"
"lugnare","2.0"
"rödgrön","1.0"
"försvarslösa","1.0"
"rättsprövande","1.0"
"återindustrialisering","1.0"
"försumbar","2.0"
"årets","8.0"
"fullfölja","14.0"
"landsbygdens","16.0"
"eftersökt","1.0"
"ungdomsarbetslösa","1.0"
"elfte","1.0"
"åklagaren","3.0"
"bördor","1.0"
"företrädaren","1.0"
"nyttja","4.0"
"sjöss","1.0"
"rakryggat","1.0"
"fullföljt","2.0"
"övergången","7.0"
"hörnstenarna","2.0"
"säkerhetssystem","1.0"
"avsatta","4.0"
"fastslår:","1.0"
"försvarsförmåga","6.0"
"parlamentariskt","4.0"
"naturvårdsverkets","2.0"
"klimatsmart","3.0"
"underleverantör","1.0"
"fysiskt","3.0"
"frigörs","3.0"
"parlamentariska","21.0"
"fälgarna","1.0"
"psykologförbundets","1.0"
"jättekänsligt","1.0"
"granskats","2.0"
"uthållighet","1.0"
"utrikesministerns","3.0"
"ändrades","4.0"
"region","15.0"
"fysiska","7.0"
"support","1.0"
"otroligt","36.0"
"högt","39.0"
"fördömer","1.0"
"folklig","5.0"
"konflikten","11.0"
"svårbedömd","1.0"
"upphandlingsstöd","7.0"
"konflikter","14.0"
"konversation","1.0"
"flygtillstånd","1.0"
"avsatte","3.0"
"tango","2.0"
"höga","83.0"
"systemfunktioner","1.0"
"föras","9.0"
"höge","1.0"
"jord-","5.0"
"poliskår","2.0"
"infriades","1.0"
"förbi","4.0"
"investera","47.0"
"tidsram","1.0"
"vinstuttag","1.0"
"förordning","8.0"
"damm","1.0"
"uppskrivningen","1.0"
"besvarat","1.0"
"människan","5.0"
"snödriva","1.0"
"besvarar","7.0"
"besvaras","2.0"
"gråzoner","1.0"
"framförde","3.0"
"grannland","4.0"
"statsfinanserna","22.0"
"samverkade","1.0"
"procentsats","2.0"
"besvarad","1.0"
"tilldela","1.0"
"svänger","2.0"
"dimensionera","1.0"
"yrkeseleverna","3.0"
"retorik","2.0"
"förda","2.0"
"vardagsresor","1.0"
"slutrapport","4.0"
"reparerad","1.0"
"återupptogs","1.0"
"belagt","4.0"
"välgörenhet","1.0"
"bostadspriserna","1.0"
"erbjuds","6.0"
"förbrukning","1.0"
"arbetstider","1.0"
"förberedande","8.0"
"tonnageskatten","5.0"
"besvara:","1.0"
"vällovliga","2.0"
"kommunicerade","1.0"
"rättsprocessen","3.0"
"erbjuda","21.0"
"rättsprocesser","4.0"
"landshövdingen","3.0"
"registrerats","2.0"
"uppklarade","1.0"
"förde","8.0"
"vidgades","1.0"
"innovativa","8.0"
"otroliga","1.0"
"katarina","19.0"
"alliansregeringens","15.0"
"citatet","1.0"
"generaldirektören","1.0"
"utan","520.0"
"närgångenheten","1.0"
"bidragsgivarna","3.0"
"innovativt","2.0"
"genomsnittet","5.0"
"stölder","1.0"
"yttranden","3.0"
"utgångspunkt","42.0"
"skrivningarna","1.0"
"cacher","1.0"
"ystadsbornas","1.0"
"repressiva","1.0"
"mr-övergrepp","1.0"
"taxeringsvärden","1.0"
"murar","2.0"
"söka","32.0"
"storstadsregionen","1.0"
"storstadsregioner","2.0"
"arktisregionen","1.0"
"lastbilssidan","1.0"
"djurliv","1.0"
"långtidsarbetslösa","31.0"
"debatten:","1.0"
"höjs","8.0"
"malmöregionen","1.0"
"deltagare","1.0"
"erhöll","1.0"
"höjt","8.0"
"skatteparadis","2.0"
"fas 3?","1.0"
"mänsklighetens","1.0"
"oljeshejken","1.0"
"tjänsteutövning","1.0"
"fiskare","4.0"
"höja","52.0"
"höjd","13.0"
"tjänsten","7.0"
"ärlig","3.0"
"elmsäter","2.0"
"tjänster","32.0"
"träffas","4.0"
"träffat","14.0"
"åklagarna","1.0"
"tabell","1.0"
"kritiserad","2.0"
"välfärdstjänster","7.0"
"betytt","5.0"
"huvudsyfte","1.0"
"ungdomar;","1.0"
"nedmonteringen","1.0"
"frågesvar","1.0"
"träffar","26.0"
"sanningen","15.0"
"träffad","1.0"
"kritiserar","4.0"
"slutreplik:","1.0"
"bioekonomi","2.0"
"kritiserat","7.0"
"fattigdomsbevis","1.0"
"riskkapitalbolag","4.0"
"undernäring","1.0"
"personbilister","1.0"
"forskningsinstitut","1.0"
"förvaras","1.0"
"umgås","1.0"
"förskräckt","1.0"
"brist","20.0"
"samstämmighet","1.0"
"behöriga","5.0"
"100 miljoner","3.0"
"färdigberedd","2.0"
"noterade","4.0"
"livsmiljö","3.0"
"forskningsprojekt","2.0"
"prestige","1.0"
"husägaren","1.0"
"stoppades","2.0"
"förskolorna","1.0"
"transportörer","1.0"
"fiskeflottan","2.0"
"nedslag","1.0"
"miljöstödet","1.0"
"tredjedel","8.0"
"upphandlingsmodeller","1.0"
"sökt","2.0"
"höll","3.0"
"äventyrar","2.0"
"citybanan","7.0"
"muren","3.0"
"it-avdelning","1.0"
"saknats","2.0"
"äventyras","3.0"
"rederibranschen","1.0"
"jordsnurr","1.0"
"metodernas","2.0"
"arbetspendla;","1.0"
"robin","1.0"
"rot-avdraget?","1.0"
"sensorerna","1.0"
"ungdomars","11.0"
"svängde","2.0"
"norrlandsstödet","1.0"
"brårapporten","1.0"
"insynen","2.0"
"regimen","8.0"
"utgiftstaken?","1.0"
"reell","6.0"
"stenungsund","1.0"
"utökade","5.0"
"aviserades","5.0"
"socialtjänstministern","2.0"
"alternativbaser","1.0"
"förvänta","8.0"
"skattesubventionerade","1.0"
"orätt","2.0"
"sömn","1.0"
"lahtis","2.0"
"snar","4.0"
"deltagande","18.0"
"glasklart","2.0"
"rekryteringsgap","1.0"
"innovationsvänliga","3.0"
"premissen","1.0"
"kvinnligt","5.0"
"fölsters","1.0"
"teknik","21.0"
"regeringstiden","2.0"
"premisser","1.0"
"mönstret","1.0"
"främjandet","2.0"
"utgå","14.0"
"godkänd","4.0"
"exportera","14.0"
"obligatorisk","7.0"
"slumpmässiga","1.0"
"höra","25.0"
"oklar","1.0"
"orkestern","1.0"
"jämställdhets-","1.0"
"innovationsvänligt","1.0"
"sorglig","4.0"
"bocka","1.0"
"träffats","2.0"
"materialiserar","1.0"
"programperioden","4.0"
"investeringsskydden","1.0"
"ungdomsbrottslighet","1.0"
"godkänt","2.0"
"våldsamt","1.0"
"maktförhållandena","1.0"
"kongos","3.0"
"folkhälsomyndigheten","5.0"
"fungera","55.0"
"landsbygdsutvecklingen","4.0"
"förbinder","1.0"
"överallt","7.0"
"utövare","1.0"
"förmågan","20.0"
"delposter","1.0"
"rikard","1.0"
"åttonde","1.0"
"klimateffekter","1.0"
"rikare","1.0"
"mjölken","6.0"
"framställa","3.0"
"fördröja","2.0"
"månntro?","1.0"
"obligatorium","5.0"
"källan","5.0"
"<em>bara</em>","1.0"
"snårig","1.0"
"bartendrar","3.0"
"procent","206.0"
"vägsträcka","1.0"
"roligare","1.0"
"stockholmsområdet","7.0"
"höst","3.0"
"förorenaren","1.0"
"hört","32.0"
"motionsform","1.0"
"veckor","27.0"
"enorm","19.0"
"initierades","1.0"
"investeringssparkonto","1.0"
"näringspolitiska","4.0"
"timmersläp","1.0"
"hörd","1.0"
"sprututbytesverksamhet","2.0"
"lågkonjunkturen","2.0"
"framställs","5.0"
"kunder","5.0"
"framställt","8.0"
"hörn","2.0"
"fackminister","1.0"
"arbetsbelastning","2.0"
"näringspolitiskt","1.0"
"bevakningsföretagen","2.0"
"glidningen","1.0"
"kvinnliga","13.0"
"hörs","2.0"
"liberal","1.0"
"dublinförordningen","1.0"
"budgeterat","1.0"
"innovationer","6.0"
"landsdel","1.0"
"utom","8.0"
"grannen","1.0"
"kulturministern","1.0"
"generalförsamlingen","1.0"
"folke","1.0"
"skolor","10.0"
"andersson:","1.0"
"tobakspolitiska","2.0"
"onsdags","3.0"
"företagskundskontor","1.0"
"fredstida","2.0"
"handledaren","1.0"
"regelförenkling","4.0"
"tvistlösningsmekanism","1.0"
"övervikt","4.0"
"tillfredsställande","10.0"
"berätta","16.0"
"lönekartläggningar","1.0"
"vidarefakturera","1.0"
"omsorgssystemen","1.0"
"landsbygdsreform","1.0"
"ägarstyrningsfråga","1.0"
"ghasemi","10.0"
"analysen","11.0"
"fakulteter","1.0"
"målsägaren","1.0"
"analyser","15.0"
"beskedet","13.0"
"censurerats","1.0"
"ambassaden","7.0"
"halvan","1.0"
"utrikespolitik","8.0"
"slutade","7.0"
"muslimerna","1.0"
"robusthet","1.0"
"forskarna","2.0"
"fördröjs","1.0"
"nämnas","6.0"
"ambassader","1.0"
"kvinnorna","14.0"
"kristdemokrater","2.0"
"utvisas","4.0"
"anderssons","4.0"
"samansökan","1.0"
"utkonkurrerade","1.0"
"huvudsakliga","3.0"
"65-åringar","1.0"
"eu-ländernas","1.0"
"skruva","3.0"
"intäkter","13.0"
"ystads","3.0"
"lugnade","1.0"
"skiduthyrare","1.0"
"ryckighet","1.0"
"gotland","16.0"
"felaktig","6.0"
"nyanser","2.0"
"förmodades","1.0"
"avseende","27.0"
"snäva","1.0"
"innehåll","5.0"
"yrkeshögskolans","4.0"
"ämnenas","2.0"
"förvaltningsanslag","3.0"
"snävt","3.0"
"vetenskapliga","7.0"
"oskicklighet","1.0"
"sammanträde","1.0"
"dödligheten","6.0"
"sverigeproblem","1.0"
"ramarna","6.0"
"resmål","1.0"
"framförts","6.0"
"befolkningsunderlag","1.0"
"vetenskapligt","1.0"
"länstrafik","1.0"
"räddningsledaren","2.0"
"hultberg","9.0"
"bjudit","3.0"
"utse","2.0"
"grannkommun","1.0"
"raderna","1.0"
"bygden","4.0"
"debattörer","4.0"
"mödrars","1.0"
"statsstöd","4.0"
"miljardbelopp","2.0"
"miljöministerns","1.0"
"rättssäkerheten","14.0"
"voff-avdrag","1.0"
"billeberga","1.0"
"utvisningsbeslut","4.0"
"brottens","1.0"
"nyckelåtgärd","1.0"
"validiteten","1.0"
"krymper","1.0"
"tidsgränserna","1.0"
"duktig","5.0"
"fordonsflotta","3.0"
"djuret","1.0"
"institutioners","1.0"
"brunkolsgruvorna","1.0"
"livspusslar","1.0"
"korten","3.0"
"nödvändigtvis","4.0"
"motboken","1.0"
"illegala","8.0"
"andras","4.0"
"27 procent","1.0"
"syvende","6.0"
"texten","1.0"
"proposition.","3.0"
"socialpolitiska","1.0"
"matchningsproblemen","1.0"
"nämner","21.0"
"bygder","1.0"
"dieseln","1.0"
"illegalt","3.0"
"kriget","2.0"
"djuren","2.0"
"brottsbekämpningen","2.0"
"tyckande","2.0"
"producerades","1.0"
"licenskvoten","1.0"
"professorerna","3.0"
"detaljreglera","1.0"
"kommittémotioner","1.0"
"delegering","2.0"
"sjuksköterskeutbildningar","1.0"
"interpellera","2.0"
"redovisar","12.0"
"institut","3.0"
"självklarhet","11.0"
"forskningsrapporter","1.0"
"ansvaret?","2.0"
"redovisat","14.0"
"demokratin","7.0"
"redovisas","20.0"
"moderatstyrda","3.0"
"sträckan;","1.0"
"grymma","1.0"
"skyddsmekanismer","1.0"
"ökas","1.0"
"ökar","100.0"
"oecd:s","3.0"
"ökat","104.0"
"tårar","1.0"
"åldersregler","1.0"
"nämnda","3.0"
"sjukskrivna?","1.0"
"vårdverksamhet","2.0"
"bussförare","2.0"
"normalkonjunkturläge","1.0"
"invandrarkvinnor","2.0"
"ökad","92.0"
"trafiksystemet","1.0"
"löneskillnader","5.0"
"nämnde","34.0"
"inbegriper","2.0"
"handlingar","13.0"
"otillräcklig","1.0"
"stämmer","19.0"
"troligt","6.0"
"förskoleklasserna","1.0"
"körkort","11.0"
"jämbördiga","2.0"
"förändringen","15.0"
"andra:","1.0"
"förutsett","1.0"
"nytillträdd","6.0"
"fruktbar","1.0"
"roland","9.0"
"30-talet","2.0"
"frukt","2.0"
"underkänts","1.0"
"jb-koncernens","1.0"
"avslutad","6.0"
"avslutas","4.0"
"kvartalet","2.0"
"utrikesresebehovet","1.0"
"1,24","3.0"
"iakttas","2.0"
"fullgöra","1.0"
"västerbotten","9.0"
"energibolagen","1.0"
"bedrivas","8.0"
"italien","4.0"
"kännbara","1.0"
"åldersgräns","2.0"
"konstigare","1.0"
"nystartsjobb","9.0"
"arbetslinje","1.0"
"medelhavsinstitutens","2.0"
"karolinska","1.0"
"förpliktelser","11.0"
"pappersprodukt","2.0"
"helårssiffror","1.0"
"vårdnadsbidrag","5.0"
"kortas","3.0"
"omfördelningen","3.0"
"tomteboda-barkarby","1.0"
"offentligt","17.0"
"avslutat","2.0"
"natomedlemskap","11.0"
"arbetsutbudet","1.0"
"bostadsbrist","6.0"
"jobbpolitiken","5.0"
"skellefteå","6.0"
"nätverk","8.0"
"offentliga","143.0"
"alkoholforskningen","1.0"
"1,40","1.0"
"artiga","1.0"
"säkerhetsbild","1.0"
"priset","17.0"
"priser","5.0"
"domstol","16.0"
"skuld","2.0"
"primera","1.0"
"utbud","1.0"
"pragmatisk","2.0"
"eu-rekommendationer","1.0"
"ingenting?","1.0"
"visats","3.0"
"skull","18.0"
"försvaga","3.0"
"uppfödningsmetoder","1.0"
"alliansen","56.0"
"sysselsättningsbortfall","1.0"
"regionpolitiker","1.0"
"inbegripas","1.0"
"utvärderats","2.0"
"uttryck","20.0"
"borgarnas","2.0"
"närma","3.0"
"påkalla","1.0"
"visavi","2.0"
"jessica","7.0"
"innehållsförteckning","1.0"
"alltjämt","4.0"
"genereras","1.0"
"genererat","1.0"
"apparatur","1.0"
"aktuellt","18.0"
"angav","1.0"
"genererar","2.0"
"kusten","1.0"
"rehabilitering","19.0"
"sinne","1.0"
"snus","10.0"
"bedriver","27.0"
"landet","288.0"
"träffade","11.0"
"riskzonen","2.0"
"modifieras","1.0"
"skattesänkningar","75.0"
"arbetslöshetsförsäkringen","1.0"
"kvalitet","104.0"
"förstärkningar","3.0"
"aktuella","24.0"
"vagnen","1.0"
"landstingsgränserna","1.0"
"betlehem","2.0"
"civilisation","2.0"
"givit","1.0"
"60-årsåldern","1.0"
"fördelningsprocessen","1.0"
"arbetskraftsdeltagandet","2.0"
"mäns","14.0"
"rustad","1.0"
"nåtts","1.0"
"alkobommar:","1.0"
"symtom","1.0"
"skogsnäringen","15.0"
"sinom","2.0"
"rekreation","2.0"
"uttagna","1.0"
"rustat","1.0"
"rustas","2.0"
"rustar","6.0"
"cecilia","8.0"
"omfördelningar","2.0"
"demonstration","1.0"
"peka","23.0"
"präglats","1.0"
"innovationsstrategin","3.0"
"cecilie","5.0"
"facto","6.0"
"studerats","1.0"
"stanna","32.0"
"modifikation","1.0"
"dalabanan","1.0"
"försenats","1.0"
"ängar","1.0"
"tågtransporter","1.0"
"tvåpersonsbeslut","1.0"
"ajourneringen","1.0"
"villainbrott","5.0"
"effektivitet:","1.0"
"unesco","1.0"
"bära","11.0"
"givet","22.0"
"spänner","3.0"
"palestinierna","15.0"
"registrering","2.0"
"invänta","6.0"
"rättsläget","2.0"
"grundkonceptet","1.0"
"omsvängning","1.0"
"deflation","1.0"
"sammanhållna","1.0"
"undersökningen","3.0"
"innovations-","1.0"
"igångsätta","1.0"
"varvsfaciliteter","1.0"
"företagsklimatet","10.0"
"förmågor","9.0"
"valideringssystem","1.0"
"mannen","10.0"
"skatteintäkterna","15.0"
"fulla?","1.0"
"senaste","122.0"
"skyddsnivå","2.0"
"larsson","20.0"
"ämnet;","1.0"
"lo-förbunden","1.0"
"hemifrån","3.0"
"landar","5.0"
"landat","4.0"
"bäst","59.0"
"hittade","5.0"
"bedrivit","4.0"
"jämfört","21.0"
"solidariskt","7.0"
"hyresmarknaden","1.0"
"smålänningar","1.0"
"civilklädda","1.0"
"uppklaringsandel","1.0"
"tullverkets","2.0"
"förskollärare","3.0"
"elproducenterna","1.0"
"tungrodd","1.0"
"given","2.0"
"resultat:","1.0"
"olämpligt","4.0"
"godtyckligt","2.0"
"märk","1.0"
"harmoniserad","2.0"
"folkpartiledaren","1.0"
"solidariska","4.0"
"bemärkelse","1.0"
"magstarkt","4.0"
"integrera","1.0"
"vattenvägar","1.0"
"underleverantörer","4.0"
"alltså","332.0"
"kommissionens","12.0"
"maritima","27.0"
"all-time-high-priser","1.0"
"restprodukt","1.0"
"godtyckliga","2.0"
"beteckna","3.0"
"biobränsle","1.0"
"känner:","1.0"
"aktieägarna","2.0"
"livsvillkor","2.0"
"vatten","19.0"
"swedish-finnish","1.0"
"motstrategi","1.0"
"eesa","2.0"
