"party","M"
"konstaterar","38.0"
"konstateras","1.0"
"konstaterat","9.0"
"ingenjörsbolag","1.0"
"förvärv","1.0"
"husdjur","1.0"
"vapenlicensärenden?","1.0"
"investeringsviljan","1.0"
"miljöfrågan","1.0"
"genomförandeunderskott","1.0"
"konstatera:","2.0"
"bortkastad","1.0"
"genomgå","4.0"
"tillväxt","82.0"
"hantering","13.0"
"skogsindustri","2.0"
"vetat","2.0"
"flotta?","1.0"
"calvadosliknande","1.0"
"informativ","1.0"
"stockholmsförhandlingen","3.0"
"förbrukningen","1.0"
"vädja","1.0"
"katastrofer","2.0"
"motionera","1.0"
"beräkningstekniker","1.0"
"såväl","37.0"
"offentlig","23.0"
"katastrofen","1.0"
"friheten","1.0"
"smålandsposten","1.0"
"anslutning","3.0"
"nätet","3.0"
"bevisligen","4.0"
"nedsättning","4.0"
"bereder","4.0"
"rothenbergs","1.0"
"benämns","2.0"
"utredningsuppdrag","1.0"
"kvalitetsregister","2.0"
"slås","3.0"
"slår","28.0"
"dyrbara","1.0"
"kontakta","2.0"
"etablerats","2.0"
"ansvara","2.0"
"register","2.0"
"bidrag!","1.0"
"gillades","1.0"
"öronmärkte","1.0"
"öronmärkta","1.0"
"villig","5.0"
"gruppmötena","1.0"
"regeringstid","7.0"
"utländskt","1.0"
"konkurrensen","18.0"
"förneka","1.0"
"act","2.0"
"beredda","14.0"
"procentuellt","1.0"
"rederier","4.0"
"legitimering","1.0"
"paket","2.0"
"rederiet","1.0"
"<em>studio","1.0"
"svavelkontroller","2.0"
"sommar","1.0"
"utländska","18.0"
"bidrag?","1.0"
"främlingsfientliga","1.0"
"nyvunnet","1.0"
"stödpartier","1.0"
"dogmatiska","1.0"
"försvarspolitisk","2.0"
"dagligdags","1.0"
"behov","47.0"
"skattehöjarideologin","1.0"
"omärkta","1.0"
"rycker","2.0"
"väder","1.0"
"kvinna","2.0"
"omöjligt","13.0"
"kontrollerna","1.0"
"katastrofal","3.0"
"aktören","1.0"
"ställas","7.0"
"konträra","1.0"
"förlängning","2.0"
"klyftorna","1.0"
"<em>minskar</em>","1.0"
"beredas","1.0"
"omöjliga","2.0"
"aktörer","37.0"
"resurserna","17.0"
"vakanser","1.0"
"handelskamrarna","1.0"
"sjukdom?","1.0"
"beklagliga","2.0"
"förlängdes","1.0"
"egen","62.0"
"flygplatsfrågorna","1.0"
"irritation","1.0"
"glidning","1.0"
"målmedveten","1.0"
"veta:","2.0"
"beklagligt","19.0"
"fundering","5.0"
"lättlöst","1.0"
"anställer?","1.0"
"synnerhet","13.0"
"ganska","200.0"
"styrsystem","1.0"
"uppsatta","3.0"
"högskolevärlden","1.0"
"eftermiddagar","1.0"
"eget","38.0"
"analogi","1.0"
"strukturell","2.0"
"samhället","62.0"
"försvinna","16.0"
"långtgående","3.0"
"förvärvsarbetar","4.0"
"konkret","42.0"
"frågor:","3.0"
"arbetsförmågan","2.0"
"kiruna","2.0"
"arbetstagarna","1.0"
"funtad","1.0"
"förstärker","2.0"
"förhandlingsrundan","1.0"
"skriker","2.0"
"tydligheten","2.0"
"säkerställer","4.0"
"tidsperiod","1.0"
"traineearbete","1.0"
"butiksrån","4.0"
"instruktionen","2.0"
"sjuktalen","5.0"
"adekvat","3.0"
"tungt","5.0"
"ahl","1.0"
"argumenterat","4.0"
"märkliga","7.0"
"argumenterar","16.0"
"nonchalant","2.0"
"studiehjälp","1.0"
"nonchalans","3.0"
"procentenheter","2.0"
"märkligt","40.0"
"alkoholsmugglingen","2.0"
"lönsamt","26.0"
"demokratiaspekten","1.0"
"ställde","73.0"
"tunga","20.0"
"ställda","5.0"
"globaliserad","3.0"
"skuldsätta","1.0"
"ineffektivitet","3.0"
"tidsavgränsning","1.0"
"öresundsbron","10.0"
"utgrävningsområdet","2.0"
"stället","156.0"
"sjöstedt?","1.0"
"regler","26.0"
"ställer","92.0"
"lärande","1.0"
"minusposterna","5.0"
"utbildningsprotokoll?","1.0"
"ingångsvärdet","2.0"
"ställen","11.0"
"regeringar","18.0"
"ingångsvärden","2.0"
"uppgift","22.0"
"74-tonsgräns","1.0"
"opponerade","1.0"
"engagera","1.0"
"svansföring","1.0"
"jätteoroad","1.0"
"nödnumret","1.0"
"förädling","1.0"
"äldreboendena","1.0"
"utbildningsverksamhet","1.0"
"reducerat","1.0"
"reduceras","1.0"
"heltidstjänster","2.0"
"spaden","2.0"
"helhetsperspektivet","1.0"
"mervärden","6.0"
"sjösatte","3.0"
"obegripligt","3.0"
"ignorera","2.0"
"citynära","9.0"
"entydiga","3.0"
"hyresrätt","3.0"
"ändra","22.0"
"akt","10.0"
"massavedtraven","1.0"
"solklart","2.0"
"återfallsförebyggande","2.0"
"fjol","2.0"
"pressmeddelande","1.0"
"sträckte","1.0"
"ansvarighetsförhållandet","1.0"
"åligger","1.0"
"draghjälp","4.0"
"säkerställas","1.0"
"hinner","7.0"
"ali","16.0"
"all","42.0"
"buffert","2.0"
"trafikutskottet","8.0"
"ansvar?","1.0"
"kronvittnessystem","1.0"
"konstitutionell","5.0"
"genetiskt","1.0"
"reträtt","1.0"
"<em>absolut","1.0"
"polisförankringen","1.0"
"entydigt","1.0"
"klaras","7.0"
"klarat","17.0"
"klarar","24.0"
"dåvarande","21.0"
"jämställdhetsbonus","8.0"
"förtvivlade","1.0"
"villan","1.0"
"skygglappar?","1.0"
"hållits","2.0"
"framtidsnäring","1.0"
"återkommit","1.0"
"aktivera","2.0"
"sänkningarna","1.0"
"peaktid","1.0"
"uppgick","1.0"
"förhållande","18.0"
"personlig","2.0"
"säkerställde","1.0"
"bearbetade","1.0"
"bitarna","1.0"
"matexporten","1.0"
"rf-förbunden","1.0"
"ana","3.0"
"<em>p1-morgon</em>","1.0"
"ruttna","1.0"
"deltidsjobb","1.0"
"brutit","4.0"
"villa?","1.0"
"gränserna","4.0"
"samhällsperspektiv","1.0"
"myggen","2.0"
"förklarade","2.0"
"örfil","1.0"
"kommunernas","5.0"
"målsägandens","4.0"
"sysselsättningsperspektivet","1.0"
"utrikesförbindelser","2.0"
"egna","59.0"
"konjunkturförändring","1.0"
"förteckning","1.0"
"spys","1.0"
"prostitution","1.0"
"kommenterat","1.0"
"kommenterar","2.0"
"länsstyrelserna","4.0"
"förtidspensioneringar?","1.0"
"fordras","2.0"
"fordrar","1.0"
"meter?","1.0"
"naiv","3.0"
"undanträngning","2.0"
"fastnade","2.0"
"inrättande","2.0"
"riksförbund","3.0"
"göda","1.0"
"väljargrupper","1.0"
"omvandlingsmöjligheterna","1.0"
"huvudkontor","2.0"
"behandlingen","2.0"
"anställ","1.0"
"75 procent","1.0"
"inordnas","1.0"
"museiledningar","1.0"
"secaområdet","1.0"
"grundtryggheten","2.0"
"höjts","2.0"
"besöksnäringen","24.0"
"befogenheter","2.0"
"konsumera","3.0"
"brottsförebyggande","13.0"
"odla","4.0"
"återkommer","11.0"
"hjärtat","2.0"
"mellansverige","1.0"
"jobbpolitik","9.0"
"varning","1.0"
"olovliga","1.0"
"flexa","1.0"
"11.00","1.0"
"motsvarighet","2.0"
"regionala","26.0"
"uträttat","1.0"
"riksgälden","1.0"
"svårartade","1.0"
"turistland","1.0"
"leverera?","1.0"
"förhandsinformation","1.0"
"resor?","1.0"
"minimivillkor","2.0"
"arg","1.0"
"regionalt","6.0"
"nästa","54.0"
"arm","1.0"
"resultatmål","1.0"
"skattesystem","1.0"
"tillkommande","2.0"
"slöt","2.0"
"art","1.0"
"första-spadtags-politik","1.0"
"betalningstider","1.0"
"arv","1.0"
"containrar","1.0"
"skatteavdrag","1.0"
"kronprinsessan","1.0"
"röda","2.0"
"ask","13.0"
"inledning","1.0"
"etablerade","3.0"
"bollen","1.0"
"förstärkas","2.0"
"energifrågan","1.0"
"rustade","2.0"
"realiteten","1.0"
"nedskärning?","1.0"
"rökare","1.0"
"alkohol","21.0"
"konstiga","1.0"
"stockholmsöverenskommelsen","4.0"
"allmänt","14.0"
"avstämningspunkterna","1.0"
"pressade","4.0"
"avslogs","1.0"
"regelverk","32.0"
"frenetiskt","2.0"
"utanförskapet","14.0"
"hästsverige","2.0"
"att","13141.0"
"uttyda","1.0"
"samhällsnivå","1.0"
"namn","17.0"
"huvudstad","5.0"
"rövare","2.0"
"invandrar","1.0"
"statistik","19.0"
"av?","1.0"
"djuplodande","1.0"
"näringsidkarna","1.0"
"behandlingar","1.0"
"omtag","2.0"
"privat","18.0"
"snöskotern","1.0"
"hårdaste","1.0"
"fortbildning","6.0"
"skriftligt","2.0"
"skriftliga","4.0"
"styrka","6.0"
"kaplans","2.0"
"sedda","1.0"
"objektiv","2.0"
"medlemsländer","3.0"
"flest","2.0"
"hjälplöst","2.0"
"gymnasie-","1.0"
"25 000","9.0"
"biståndsorganisation","1.0"
"hälso-","3.0"
"snällt","3.0"
"arabiske","1.0"
"sjukskriver","1.0"
"bostadsministern","30.0"
"bakomliggande","2.0"
"sjukskriven","7.0"
"minnesbild","1.0"
"hundar","1.0"
"enklare","28.0"
"övningsverksamhet?","1.0"
"konstigt","16.0"
"arbetsverksamma","1.0"
"alkobommarna","2.0"
"konjunkturellt","1.0"
"osäker","9.0"
"sticka","1.0"
"flera","128.0"
"kontexten?","1.0"
"beklaga","5.0"
"broar","3.0"
"250 000","4.0"
"gymnasiet","15.0"
"utnyttjade","3.0"
"ängelholm","12.0"
"bereda?","1.0"
"rekommendera","3.0"
"igen:","6.0"
"planeringen","4.0"
"betydelsefullt","3.0"
"vågen","1.0"
"gissel","1.0"
"röka","1.0"
"förpliktar","1.0"
"fördyringar","1.0"
"restider","1.0"
"tvärtom","41.0"
"lövträd","1.0"
"uppvärdera","2.0"
"carl","3.0"
"toppklass","1.0"
"vallöfte","7.0"
"akademiker","5.0"
"natt","4.0"
"200-300","1.0"
"ådalsbanan","1.0"
"dessförinnan","2.0"
"parter","6.0"
"cirkelformad","1.0"
"energiförsörjningen","3.0"
"orkester","1.0"
"tillgodoseendet","1.0"
"självständig","5.0"
"domstolspraxis","1.0"
"försämrad","3.0"
"initierat","3.0"
"ändringarna","2.0"
"lokal","15.0"
"srhr-området?","1.0"
"inbrott?","2.0"
"nato","39.0"
"initierar","1.0"
"riksvägar","1.0"
"välkomna?","1.0"
"inbrott;","1.0"
"flygmarknaden","1.0"
"fastighetsägare","2.0"
"demokratiministern","4.0"
"fler?","1.0"
"direktiv","29.0"
"livsnerv","2.0"
"välkomnar","26.0"
"arbetande","3.0"
"utbyggnad","3.0"
"någonstans?","1.0"
"obstruerar","1.0"
"oppositionsställning?","1.0"
"skolorna","9.0"
"migrationsregelverket","1.0"
"lärlingsutbildningar","2.0"
"forssell","5.0"
"välkomna","5.0"
"måltidskultur","1.0"
"insett","6.0"
"tapeten","1.0"
"körkortsutbildning","1.0"
"normering","1.0"
"måtten","1.0"
"ttip","4.0"
"dagsläget","11.0"
"bolagsstyrelser","1.0"
"måttet","6.0"
"kaféer","1.0"
"timmer-","1.0"
"vägsatsningar","2.0"
"försämrar","13.0"
"vågar","19.0"
"försämrat","3.0"
"förhållningssättet","2.0"
"försämras","15.0"
"vågat","2.0"
"flygstrategi","5.0"
"profil","1.0"
"trafikerar","2.0"
"klart:","2.0"
"kaserngården","1.0"
"valfrihetssystem","2.0"
"gissar","2.0"
"uppriktigt","2.0"
"skenbart","2.0"
"stadsutvecklingsområde.","1.0"
"utgiftspolititiken","1.0"
"förena","4.0"
"kilometerskatten","11.0"
"parlamentet","4.0"
"hyresvärdar","1.0"
"täppa","1.0"
"största","65.0"
"slåttermaskin","1.0"
"konsument","1.0"
"görs","23.0"
"utvecklingspotential","1.0"
"röra","9.0"
"turistnäring","1.0"
"frigivningen","1.0"
"trollar","2.0"
"vägverket","2.0"
"inspiration","1.0"
"förhandlingsparter","1.0"
"knäckfråga","2.0"
"brasklapp","3.0"
"larssons","5.0"
"catharina","3.0"
"psykisk","5.0"
"direktel","1.0"
"förbudet","1.0"
"ansvarsfulla","1.0"
"näringsminister","3.0"
"direkten","1.0"
"sjukskrivna","13.0"
"högljuddast","1.0"
"göra","530.0"
"självstyret","1.0"
"föregå","1.0"
"bemannade","1.0"
"ansvarsfullt","9.0"
"perspektiv","24.0"
"nyfikenhet","1.0"
"depression","1.0"
"trolla","4.0"
"socioekonomiska","2.0"
"hoppet","2.0"
"tankefel","1.0"
"bedöms","3.0"
"införande","5.0"
"tillväxtverket","6.0"
"korttidsminnet","1.0"
"bad","1.0"
"medverkade","1.0"
"prioritering","8.0"
"bae","1.0"
"christer","2.0"
"bah","1.0"
"460-470","1.0"
"skattetryck","7.0"
"röst","7.0"
"bedöma","14.0"
"undvika","8.0"
"bar","1.0"
"tekniskt","5.0"
"utvecklade","2.0"
"bas","1.0"
"effektlösa","1.0"
"bredda","2.0"
"s-kommunalråden","1.0"
"oväntat","1.0"
"tekniska","6.0"
"läx-rut","7.0"
"komplicerad","5.0"
"komplimang","2.0"
"personbilarna","1.0"
"rört","2.0"
"säkerhetsrådets","1.0"
"höjda","44.0"
"uppgörelser","1.0"
"vänta-och-se-mentalitet","1.0"
"omfattande","36.0"
"skolmateriel","1.0"
"höjde","5.0"
"komplicerat","6.0"
"första:","3.0"
"trösta","1.0"
"deal","2.0"
"återinförande","1.0"
"skrån","1.0"
"alkoholmonopolet","2.0"
"ministern","434.0"
"lärarförbundet","2.0"
"oärlighet","1.0"
"studerade","1.0"
"bussbolagets","1.0"
"bötning","1.0"
"fiasko","1.0"
"plockar","7.0"
"plockas","4.0"
"rörande","2.0"
"plockat","2.0"
"kvartal","2.0"
"höjer","51.0"
"folköl","2.0"
"barnen","11.0"
"populärt","1.0"
"plantera","1.0"
"bitar","2.0"
"regelbrevet","1.0"
"statsfinansiella","1.0"
"hamnstatskontrollen","1.0"
"barnet","3.0"
"120 000","2.0"
"värderas","6.0"
"hoppar","4.0"
"populära","1.0"
"hoppas","145.0"
"vilkas","1.0"
"rött","1.0"
"uppmanade","2.0"
"löses","2.0"
"löser","13.0"
"hållna","1.0"
"rehabiliteringen","2.0"
"inneburit","12.0"
"framfört","3.0"
"ärende","5.0"
"framförs","6.0"
"omtalad","1.0"
"framföra","8.0"
"involveringen","1.0"
"oecd","15.0"
"därunder","1.0"
"ben","5.0"
"jättebra","19.0"
"framförd","1.0"
"åtgärderna","12.0"
"spaniens","1.0"
"ber","8.0"
"föryngringar","1.0"
"bet","1.0"
"värderat","1.0"
"friskvårdsalternativ","2.0"
"brinner","6.0"
"befinner","33.0"
"bekant","9.0"
"demonteras","1.0"
"uppåkras","2.0"
"fängelselagen","1.0"
"rovdjursförvaltning","1.0"
"indirekt","2.0"
"vågade","1.0"
"poliserna","2.0"
"e-arkiv","1.0"
"prognos","12.0"
"ypperligt","1.0"
"slagträ","1.0"
"projektet?","1.0"
"snabbavveckling","2.0"
"gymnasieprogrammen","1.0"
"regeltyngd","1.0"
"genomtänkta?","1.0"
"densamma","5.0"
"ansvarig?","2.0"
"knesset","1.0"
"ekojordbruk","2.0"
"vidtog","1.0"
"någorlunda","5.0"
"vilken","76.0"
"otrygg","1.0"
"klämma","1.0"
"humana","1.0"
"september;","1.0"
"eu-politik?","1.0"
"potentialen","1.0"
"missa","1.0"
"frammejslandet","1.0"
"förutsägbarhet","2.0"
"läge","50.0"
"ansvarige","2.0"
"alltid","68.0"
"iblandat","1.0"
"eu-standarden","1.0"
"ansvariga","5.0"
"övervakning","1.0"
"0,03","1.0"
"fackutskott","1.0"
"lägg","2.0"
"bisarr","1.0"
"hundra","9.0"
"intimt","1.0"
"ansvarigt","3.0"
"utredaren","14.0"
"dömdes","3.0"
"projektets","3.0"
"vilket","237.0"
"överskottsmål","7.0"
"humant","2.0"
"statens","32.0"
"tjänar","18.0"
"dokumentation","8.0"
"ansvarstagande","5.0"
"tjänat","5.0"
"tätorter","2.0"
"bil","9.0"
"bevaka","4.0"
"engelhardt","2.0"
"vilseledande","2.0"
"framhärdar","1.0"
"nations","1.0"
"bit","5.0"
"litrarna","1.0"
"tätorten","1.0"
"gmo-ärenden","1.0"
"akuten","4.0"
"skötte","2.0"
"90 000","3.0"
"diskuterats","3.0"
"trängselskattepengarna","1.0"
"hoppades","2.0"
"rasande","1.0"
"100-dagarsgarantin","8.0"
"jätteimponerande","1.0"
"funktion","11.0"
"rättvisan","6.0"
"konkurrenskraftens","1.0"
"gymnasium","6.0"
"tänkare","1.0"
"kreativa","4.0"
"lönekrav","1.0"
"målsättning","3.0"
"mista","1.0"
"renoverat","1.0"
"presenterade","12.0"
"miste","2.0"
"framsteg","1.0"
"hälsar","1.0"
"återkom","4.0"
"riksdagsmajoriteten","1.0"
"fyrbåk","2.0"
"statsbildningen","1.0"
"hälsan","1.0"
"forskningsmässigt","2.0"
"jättetokigt","1.0"
"rapporterna","4.0"
"motion?","1.0"
"frågeställningarna","3.0"
"kostat","6.0"
"tradition","3.0"
"kostar","22.0"
"bli","257.0"
"framkom","2.0"
"dämpad","3.0"
"talartid","4.0"
"förutspå","1.0"
"bistå","3.0"
"kvarstå","1.0"
"dämpar","2.0"
"dämpas","7.0"
"besvär","1.0"
"drabbar","14.0"
"drabbas","26.0"
"fördelarna","1.0"
"<em>friska","1.0"
"drabbat","3.0"
"läka","1.0"
"passagerare","1.0"
"sedan","442.0"
"sammanträdesrummen","1.0"
"dem:","1.0"
"anges","1.0"
"trygghetssystem","3.0"
"handelns","3.0"
"ledaregenskaper","1.0"
"restaurangbranschen","2.0"
"läns","11.0"
"granskande","1.0"
"anpassad","3.0"
"lösts","1.0"
"alliansfrihet","2.0"
"anger","7.0"
"roger","1.0"
"s-mp-regeringens","1.0"
"återgår","4.0"
"modig","3.0"
"ordningar","1.0"
"dela","12.0"
"kväser","1.0"
"anpassat","3.0"
"anpassas","4.0"
"vapenlicenser","11.0"
"dem?","6.0"
"sjukförsäkringssystemet","1.0"
"tidsplaner","1.0"
"sjukskrivningstalen","3.0"
"bnp","26.0"
"bättre?","3.0"
"möjliggör","3.0"
"skattehöjarpolitiken","1.0"
"mukwege","1.0"
"flygstrategin","1.0"
"lönsammare","1.0"
"tidsplanen","4.0"
"arbetsgivaren","6.0"
"relevant","23.0"
"fascinerande","1.0"
"relevans","1.0"
"löste","1.0"
"talman?","1.0"
"del?","2.0"
"konsumenterna","5.0"
"undsättning","1.0"
"bok","2.0"
"räknas","21.0"
"räknar","31.0"
"slarvigheter","1.0"
"bom","1.0"
"talman:","7.0"
"pensionerna","2.0"
"bor","22.0"
"flygen","2.0"
"bot","1.0"
"positionerna","1.0"
"bov","1.0"
"krigsplanerat","1.0"
"branschorganisation","1.0"
"avslag","1.0"
"räknat","9.0"
"egendomar","1.0"
"post-","1.0"
"åtstramade","1.0"
"brottsrubricering","3.0"
"blå","8.0"
"bevara","4.0"
"motsägelsefullt","2.0"
"bodde","1.0"
"rättssystemet?","1.0"
"upplysa","4.0"
"dels","43.0"
"väcka","1.0"
"handels-","2.0"
"utvecklas?","1.0"
"herrelös","2.0"
"ordningen","5.0"
"uppfattning","59.0"
"undersökningar","5.0"
"interpellationssvar","15.0"
"hopplösheten","2.0"
"väckt","5.0"
"lönebidrag","2.0"
"väcks","2.0"
"den?","8.0"
"omställningstryggheten","1.0"
"undantagen","5.0"
"spannet","1.0"
"utmaningarna","12.0"
"brytpunktshöjning","1.0"
"rovdjurspolitiken","1.0"
"migrationsverkets","2.0"
"infrastruktursatsningarna","1.0"
"lärt","6.0"
"bra","486.0"
"skyller","5.0"
"framgår","16.0"
"utvecklats","8.0"
"lära","17.0"
"miljöpartister","10.0"
"varumärke","3.0"
"tull-","3.0"
"processerna","3.0"
"begränsar","3.0"
"begränsas","3.0"
"begränsat","2.0"
"dukat","1.0"
"undantaget","4.0"
"miljöpartisten","2.0"
"extremism","1.0"
"utrikesdepartementet","7.0"
"utvecklingsprojekt","1.0"
"stopp","17.0"
"läs-","1.0"
"kapabla","2.0"
"skattesidan","1.0"
"bry","2.0"
"finansministerns?","1.0"
"begränsad","9.0"
"försvarsindustri","6.0"
"tillkännagivandens","1.0"
"pådrivande","1.0"
"vargkommittén","1.0"
"135:e","2.0"
"kontrollerad","3.0"
"tillkännagivandena","5.0"
"1 200","1.0"
"flyger","7.0"
"flyget","36.0"
"motionerade","1.0"
"gungning","1.0"
"handelsstudenter","1.0"
"säkerhetspolitisk","1.0"
"exportaffär","2.0"
"kontrollerar","1.0"
"kontrolleras","4.0"
"plikt","1.0"
"förstått","21.0"
"lätt","36.0"
"ifrågasättas","1.0"
"avreglera","1.0"
"offensivt","2.0"
"mjölkbönder","1.0"
"trängselskatterna","2.0"
"turordningsreglerna","6.0"
"förvåning","1.0"
"carl-oskar","6.0"
"prövningen","2.0"
"det.","1.0"
"hävda","17.0"
"investeringsintresse","1.0"
"bti","5.0"
"stora","222.0"
"it-användningen","1.0"
"tillskyndaren","1.0"
"schultes","4.0"
"jordbrukarna","1.0"
"tillkännagivanden?","1.0"
"planekomiskt","1.0"
"utvärderades","1.0"
"elmotorvägar?","1.0"
"lantbrukare","3.0"
"rörlighet","6.0"
"offensiva","2.0"
"kronor?","3.0"
"brutet","2.0"
"likartad","1.0"
"underskatta","1.0"
"omvandlingstrycket","2.0"
"fysisk","3.0"
"läst","13.0"
"livsstil","1.0"
"olyckor","4.0"
"läsa","40.0"
"mänskligheten","1.0"
"varför","200.0"
"betande","1.0"
"föryngring","1.0"
"tilldelade","1.0"
"permanentat","1.0"
"permanentas","2.0"
"säkerhetsgarantierna","1.0"
"stort","95.0"
"därutanför","1.0"
"isolerat.","1.0"
"utredningstjänst","7.0"
"lustigt","1.0"
"but","1.0"
"lyfte","15.0"
"bus","2.0"
"investeringspartnerskap","1.0"
"rekordstort","2.0"
"eftermäle;","1.0"
"dalundes","1.0"
"lyfta","32.0"
"sliten","1.0"
"arbetsgivarna","12.0"
"dess","35.0"
"marginella","2.0"
"miljöminister","4.0"
"sliter","2.0"
"lyfts","4.0"
"ifall","18.0"
"brå","1.0"
"verka","23.0"
"våldtäktsutredning","1.0"
"marginellt","1.0"
"omvandlingsbenägenheten","1.0"
"secondhandförsäljning","1.0"
"tillkännagivandet?","2.0"
"bläddra","1.0"
"det?","27.0"
"det;","1.0"
"avancerade","1.0"
"faderskap","4.0"
"vidtar","1.0"
"vidtas","6.0"
"beatrice","10.0"
"det:","1.0"
"polisiära","1.0"
"vitalt","1.0"
"tidsfråga","1.0"
"angelägenheter","1.0"
"25 procent","3.0"
"york-polisens","1.0"
"mälardalen","3.0"
"däremellan","2.0"
"stolt","6.0"
"polisiärt","1.0"
"länkade","1.0"
"antydde","2.0"
"fantastiskt","27.0"
"argumenten","4.0"
"gallra","1.0"
"kosten","1.0"
"arbetsrelaterade","1.0"
"regeringen","1020.0"
"långtidsarbetslösheten","2.0"
"argumentet","4.0"
"beredningstid","2.0"
"avgift","8.0"
"fantastiska","9.0"
"allianspartierna","8.0"
"antyder","6.0"
"wikström","3.0"
"åkommor","1.0"
"läxa","2.0"
"fylligare","1.0"
"omförhandling","5.0"
"oktober","9.0"
"arbetspendlingen","1.0"
"värdegrundsfrågorna","1.0"
"kapitaltäckningskrav","1.0"
"normal","4.0"
"egenföretagare","4.0"
"vurmare","1.0"
"flygplatsavgifter","1.0"
"narkotika","11.0"
"1700-talssamhälle","1.0"
"involverade","2.0"
"oppositionspolitikerna","1.0"
"skepnad","1.0"
"hållas","3.0"
"prövningar","1.0"
"inskärpa","1.0"
"effekter?","3.0"
"rekordstora","2.0"
"överraska","1.0"
"envisa","1.0"
"tvärsäker","1.0"
"proteinhalt","1.0"
"försvarsvilja","2.0"
"fastän","4.0"
"gm-frågan","1.0"
"socialistisk","1.0"
"tränade","1.0"
"kraschar","1.0"
"änden","5.0"
"livsmedelsstrategi:","1.0"
"försäkringsbranschen","2.0"
"arbetsgivare","31.0"
"staten?","2.0"
"hemvärnets","1.0"
"övrig","2.0"
"folkbildningsandan","1.0"
"jätteviktiga","1.0"
"diskuterade","10.0"
"rycks","1.0"
"husbibel","1.0"
"uppnått","2.0"
"bristande","8.0"
"skenet","2.0"
"väsentlig","6.0"
"varken","11.0"
"säkerhetsbuffert","1.0"
"exportkontrollfrågor","1.0"
"inkludera","2.0"
"navet","1.0"
"forskningslitteratur","1.0"
"jätteviktigt","6.0"
"snurras","1.0"
"ytterligare","137.0"
"riksdagsföreträdare","1.0"
"slutanförandet","3.0"
"tuff","8.0"
"utåt","1.0"
"snårigheten","1.0"
"presenterats","2.0"
"bekymrande","1.0"
"gods","6.0"
"juridiska","4.0"
"tullfrågorna","1.0"
"livsmedelsstrategin","20.0"
"ironiserar","1.0"
"kriminalvården","11.0"
"näringslivets","2.0"
"förhållandevis","4.0"
"tjänst","3.0"
"juridiskt","2.0"
"sköter","7.0"
"pågick","2.0"
"goda","56.0"
"österlen","1.0"
"övergång","1.0"
"jämställdhetssatsningar","1.0"
"utrikesministerkretsen","1.0"
"tjuvstartade","1.0"
"missriktat","1.0"
"utvärderingen","4.0"
"fängelse","9.0"
"bostadsutmaningar","1.0"
"äventyra","1.0"
"jävssituation","1.0"
"hållet","10.0"
"lagstiftningsarbete","2.0"
"fiskarheden","2.0"
"uppföras","1.0"
"håller","85.0"
"rättsosäkert","1.0"
"pensionerad","1.0"
"stoppade","2.0"
"näringslivet?","1.0"
"sympati","1.0"
"inhämtade","1.0"
"begriplig","1.0"
"krypa","1.0"
"uppåkra?","2.0"
"regerings-","1.0"
"argument","24.0"
"snabblån","2.0"
"digra","1.0"
"läsa-skriva-räkna-garantin","2.0"
"handlar","400.0"
"1 261","1.0"
"ändan","1.0"
"ändar","1.0"
"vuxenutbildningsfrågor","1.0"
"verkets","1.0"
"statistiska","9.0"
"uppehållstillstånd","1.0"
"fartyg","11.0"
"anseende","1.0"
"brunkolen","1.0"
"föredömen","1.0"
"snäv","2.0"
"1 254","1.0"
"sjöbefälsskolorna","1.0"
"handlat","8.0"
"ungdomsarbetslösheten","22.0"
"avslog","1.0"
"srhr","4.0"
"23,4","1.0"
"etthundra","1.0"
"tillfrågas","1.0"
"naturen","1.0"
"parlament;","1.0"
"1920-talet","1.0"
"förband","3.0"
"omvärlden","20.0"
"friskolors","1.0"
"konvention","1.0"
